Provincias con mayor número de pernoctaciones;Periodo;Total
01 Araba/Álava;2023M12;2,55
01 Araba/Álava;2023M11;1,99
01 Araba/Álava;2023M10;2,13
01 Araba/Álava;2023M09;2,11
01 Araba/Álava;2023M08;3,21
01 Araba/Álava;2023M07;2,48
01 Araba/Álava;2023M06;1,91
01 Araba/Álava;2023M05;1,9
01 Araba/Álava;2023M04;2,4
01 Araba/Álava;2023M03;1,71
01 Araba/Álava;2023M02;1,81
01 Araba/Álava;2023M01;1,89
01 Araba/Álava;2022M12;2,54
01 Araba/Álava;2022M11;1,89
01 Araba/Álava;2022M10;2,32
01 Araba/Álava;2022M09;2,04
01 Araba/Álava;2022M08;3,49
01 Araba/Álava;2022M07;2,6
01 Araba/Álava;2022M06;2,08
01 Araba/Álava;2022M05;2,08
01 Araba/Álava;2022M04;2,52
01 Araba/Álava;2022M03;2,13
01 Araba/Álava;2022M02;2,16
01 Araba/Álava;2022M01;2,53
01 Araba/Álava;2021M12;2,71
01 Araba/Álava;2021M11;2
01 Araba/Álava;2021M10;2,07
01 Araba/Álava;2021M09;2,13
01 Araba/Álava;2021M08;3,71
01 Araba/Álava;2021M07;2,64
01 Araba/Álava;2021M06;2,25
01 Araba/Álava;2021M05;2,1
01 Araba/Álava;2021M04;3,3
01 Araba/Álava;2021M03;3,79
01 Araba/Álava;2021M02;8,77
01 Araba/Álava;2021M01;4,23
01 Araba/Álava;2020M12;3,35
01 Araba/Álava;2020M11;4,25
01 Araba/Álava;2020M10;2,13
01 Araba/Álava;2020M09;2,55
01 Araba/Álava;2020M08;3,56
01 Araba/Álava;2020M07;2,46
01 Araba/Álava;2020M06;2,36
01 Araba/Álava;2020M05;2,89
01 Araba/Álava;2020M04;.
01 Araba/Álava;2020M03;2,75
01 Araba/Álava;2020M02;2,08
01 Araba/Álava;2020M01;2,01
01 Araba/Álava;2019M12;2,3
01 Araba/Álava;2019M11;2,17
01 Araba/Álava;2019M10;1,78
01 Araba/Álava;2019M09;2,16
01 Araba/Álava;2019M08;2,98
01 Araba/Álava;2019M07;2,25
01 Araba/Álava;2019M06;1,86
01 Araba/Álava;2019M05;1,94
01 Araba/Álava;2019M04;2,41
01 Araba/Álava;2019M03;1,85
01 Araba/Álava;2019M02;2,14
01 Araba/Álava;2019M01;2,64
01 Araba/Álava;2018M12;2,67
01 Araba/Álava;2018M11;2,21
01 Araba/Álava;2018M10;2,17
01 Araba/Álava;2018M09;1,96
01 Araba/Álava;2018M08;2,82
01 Araba/Álava;2018M07;2,42
01 Araba/Álava;2018M06;1,9
01 Araba/Álava;2018M05;1,84
01 Araba/Álava;2018M04;2,27
01 Araba/Álava;2018M03;2,3
01 Araba/Álava;2018M02;2,06
01 Araba/Álava;2018M01;2,2
01 Araba/Álava;2017M12;2,58
01 Araba/Álava;2017M11;1,88
01 Araba/Álava;2017M10;2,2
01 Araba/Álava;2017M09;1,94
01 Araba/Álava;2017M08;3
01 Araba/Álava;2017M07;2,28
01 Araba/Álava;2017M06;1,87
01 Araba/Álava;2017M05;1,86
01 Araba/Álava;2017M04;2,32
01 Araba/Álava;2017M03;1,74
01 Araba/Álava;2017M02;1,93
01 Araba/Álava;2017M01;1,88
01 Araba/Álava;2016M12;2,07
01 Araba/Álava;2016M11;1,76
01 Araba/Álava;2016M10;2,06
01 Araba/Álava;2016M09;1,92
01 Araba/Álava;2016M08;3,07
01 Araba/Álava;2016M07;2,25
01 Araba/Álava;2016M06;2,34
01 Araba/Álava;2016M05;2,04
01 Araba/Álava;2016M04;2,04
01 Araba/Álava;2016M03;2,69
01 Araba/Álava;2016M02;2,45
01 Araba/Álava;2016M01;2,77
01 Araba/Álava;2015M12;2,42
01 Araba/Álava;2015M11;2
01 Araba/Álava;2015M10;2,2
01 Araba/Álava;2015M09;2,12
01 Araba/Álava;2015M08;3,42
01 Araba/Álava;2015M07;2,39
01 Araba/Álava;2015M06;2,05
01 Araba/Álava;2015M05;2,17
01 Araba/Álava;2015M04;2,5
01 Araba/Álava;2015M03;2
01 Araba/Álava;2015M02;1,98
01 Araba/Álava;2015M01;2,35
01 Araba/Álava;2014M12;2,27
01 Araba/Álava;2014M11;1,96
01 Araba/Álava;2014M10;1,76
01 Araba/Álava;2014M09;1,85
01 Araba/Álava;2014M08;2,76
01 Araba/Álava;2014M07;2,23
01 Araba/Álava;2014M06;1,8
01 Araba/Álava;2014M05;1,94
01 Araba/Álava;2014M04;2,42
01 Araba/Álava;2014M03;1,69
01 Araba/Álava;2014M02;1,46
01 Araba/Álava;2014M01;2,03
01 Araba/Álava;2013M12;2,19
01 Araba/Álava;2013M11;1,9
01 Araba/Álava;2013M10;1,84
01 Araba/Álava;2013M09;2,2
01 Araba/Álava;2013M08;3
01 Araba/Álava;2013M07;2,58
01 Araba/Álava;2013M06;1,92
01 Araba/Álava;2013M05;2,09
01 Araba/Álava;2013M04;1,93
01 Araba/Álava;2013M03;2,59
01 Araba/Álava;2013M02;2,07
01 Araba/Álava;2013M01;2,1
01 Araba/Álava;2012M12;2,21
01 Araba/Álava;2012M11;2,12
01 Araba/Álava;2012M10;2,3
01 Araba/Álava;2012M09;2,42
01 Araba/Álava;2012M08;3,53
01 Araba/Álava;2012M07;2,74
01 Araba/Álava;2012M06;1,9
01 Araba/Álava;2012M05;2,35
01 Araba/Álava;2012M04;2,65
01 Araba/Álava;2012M03;1,75
01 Araba/Álava;2012M02;2,16
01 Araba/Álava;2012M01;2,43
01 Araba/Álava;2011M12;2,38
01 Araba/Álava;2011M11;1,82
01 Araba/Álava;2011M10;1,93
01 Araba/Álava;2011M09;2,04
01 Araba/Álava;2011M08;3,54
01 Araba/Álava;2011M07;2,72
01 Araba/Álava;2011M06;2,06
01 Araba/Álava;2011M05;2,13
01 Araba/Álava;2011M04;2,71
01 Araba/Álava;2011M03;1,97
01 Araba/Álava;2011M02;2,42
01 Araba/Álava;2011M01;2,39
01 Araba/Álava;2010M12;2,99
01 Araba/Álava;2010M11;2,07
01 Araba/Álava;2010M10;2,34
01 Araba/Álava;2010M09;2,22
01 Araba/Álava;2010M08;3,95
01 Araba/Álava;2010M07;2,39
01 Araba/Álava;2010M06;2,05
01 Araba/Álava;2010M05;1,9
01 Araba/Álava;2010M04;2,5
01 Araba/Álava;2010M03;1,84
01 Araba/Álava;2010M02;2,34
01 Araba/Álava;2010M01;2,8
01 Araba/Álava;2009M12;2,33
01 Araba/Álava;2009M11;2,07
01 Araba/Álava;2009M10;2,29
01 Araba/Álava;2009M09;2,11
01 Araba/Álava;2009M08;3,82
01 Araba/Álava;2009M07;2,44
01 Araba/Álava;2009M06;2,09
01 Araba/Álava;2009M05;2,21
01 Araba/Álava;2009M04;2,27
01 Araba/Álava;2009M03;2,4
01 Araba/Álava;2009M02;2,45
01 Araba/Álava;2009M01;2,5
01 Araba/Álava;2008M12;2,58
01 Araba/Álava;2008M11;2,18
01 Araba/Álava;2008M10;2,05
01 Araba/Álava;2008M09;2,24
01 Araba/Álava;2008M08;3,74
01 Araba/Álava;2008M07;2,43
01 Araba/Álava;2008M06;2,14
01 Araba/Álava;2008M05;2,47
01 Araba/Álava;2008M04;1,96
01 Araba/Álava;2008M03;2,83
01 Araba/Álava;2008M02;2,26
01 Araba/Álava;2008M01;1,78
01 Araba/Álava;2007M12;2,39
01 Araba/Álava;2007M11;2,26
01 Araba/Álava;2007M10;2,38
01 Araba/Álava;2007M09;2,26
01 Araba/Álava;2007M08;3,89
01 Araba/Álava;2007M07;2,53
01 Araba/Álava;2007M06;1,99
01 Araba/Álava;2007M05;2,48
01 Araba/Álava;2007M04;2,67
01 Araba/Álava;2007M03;1,79
01 Araba/Álava;2007M02;2,14
01 Araba/Álava;2007M01;1,99
01 Araba/Álava;2006M12;2,32
01 Araba/Álava;2006M11;2
01 Araba/Álava;2006M10;2,26
01 Araba/Álava;2006M09;2,3
01 Araba/Álava;2006M08;3,59
01 Araba/Álava;2006M07;2,85
01 Araba/Álava;2006M06;1,95
01 Araba/Álava;2006M05;1,99
01 Araba/Álava;2006M04;2,34
01 Araba/Álava;2006M03;1,78
01 Araba/Álava;2006M02;1,8
01 Araba/Álava;2006M01;1,75
01 Araba/Álava;2005M12;2,08
01 Araba/Álava;2005M11;1,79
01 Araba/Álava;2005M10;2,03
01 Araba/Álava;2005M09;1,88
01 Araba/Álava;2005M08;3,57
01 Araba/Álava;2005M07;2,57
01 Araba/Álava;2005M06;1,75
01 Araba/Álava;2005M05;1,98
01 Araba/Álava;2005M04;1,64
01 Araba/Álava;2005M03;2,52
01 Araba/Álava;2005M02;2,1
01 Araba/Álava;2005M01;1,76
33 Asturias;2026M06;2,66
33 Asturias;2026M05;2,13
33 Asturias;2026M04;2,53
33 Asturias;2026M03;2,42
33 Asturias;2026M02;2,33
33 Asturias;2026M01;2,95
33 Asturias;2025M12;2,3
33 Asturias;2025M11;2,1
33 Asturias;2025M10;2,23
33 Asturias;2025M09;2,76
33 Asturias;2025M08;4,06
33 Asturias;2025M07;4,01
33 Asturias;2025M06;2,66
33 Asturias;2025M05;2,21
33 Asturias;2025M04;2,56
33 Asturias;2025M03;2,55
33 Asturias;2025M02;1,96
33 Asturias;2025M01;2,59
33 Asturias;2024M12;3,24
33 Asturias;2024M11;2,31
33 Asturias;2024M10;2,34
33 Asturias;2024M09;3,1
33 Asturias;2024M08;4,28
33 Asturias;2024M07;3,55
33 Asturias;2024M06;2,35
33 Asturias;2024M05;2,37
33 Asturias;2024M04;1,98
33 Asturias;2024M03;2,59
33 Asturias;2024M02;2,14
33 Asturias;2024M01;2,06
33 Asturias;2023M12;2,75
33 Asturias;2023M11;2,01
33 Asturias;2023M10;2,5
33 Asturias;2023M09;2,95
33 Asturias;2023M08;4,38
33 Asturias;2023M07;3,8
33 Asturias;2023M06;2,61
33 Asturias;2023M05;2,45
33 Asturias;2023M04;2,67
33 Asturias;2023M03;2,08
33 Asturias;2023M02;2,07
33 Asturias;2023M01;2,3
33 Asturias;2022M12;2,84
33 Asturias;2022M11;2,64
33 Asturias;2022M10;2,54
33 Asturias;2022M09;3,22
33 Asturias;2022M08;4,59
33 Asturias;2022M07;4,15
33 Asturias;2022M06;2,79
33 Asturias;2022M05;2,08
33 Asturias;2022M04;3,04
33 Asturias;2022M03;2,48
33 Asturias;2022M02;2,42
33 Asturias;2022M01;2,5
33 Asturias;2021M12;2,97
33 Asturias;2021M11;2,41
33 Asturias;2021M10;2,62
33 Asturias;2021M09;3,04
33 Asturias;2021M08;4,76
33 Asturias;2021M07;4,49
33 Asturias;2021M06;2,89
33 Asturias;2021M05;2,16
33 Asturias;2021M04;3,02
33 Asturias;2021M03;5,8
33 Asturias;2021M02;7,78
33 Asturias;2021M01;7,7
33 Asturias;2020M12;4,48
33 Asturias;2020M11;4,32
33 Asturias;2020M10;2,53
33 Asturias;2020M09;3,03
33 Asturias;2020M08;4,7
33 Asturias;2020M07;4,45
33 Asturias;2020M06;2,43
33 Asturias;2020M05;1,64
33 Asturias;2020M04;.
33 Asturias;2020M03;2,24
33 Asturias;2020M02;1,96
33 Asturias;2020M01;2,12
33 Asturias;2019M12;2,52
33 Asturias;2019M11;2,17
33 Asturias;2019M10;2,21
33 Asturias;2019M09;2,92
33 Asturias;2019M08;4,76
33 Asturias;2019M07;4
33 Asturias;2019M06;2,47
33 Asturias;2019M05;2,48
33 Asturias;2019M04;2,92
33 Asturias;2019M03;2,23
33 Asturias;2019M02;1,97
33 Asturias;2019M01;2,12
33 Asturias;2018M12;2,71
33 Asturias;2018M11;2,48
33 Asturias;2018M10;2,47
33 Asturias;2018M09;3,01
33 Asturias;2018M08;4,52
33 Asturias;2018M07;4,06
33 Asturias;2018M06;2,64
33 Asturias;2018M05;2,35
33 Asturias;2018M04;2,43
33 Asturias;2018M03;2,87
33 Asturias;2018M02;2,1
33 Asturias;2018M01;1,84
33 Asturias;2017M12;2,8
33 Asturias;2017M11;2,17
33 Asturias;2017M10;2,58
33 Asturias;2017M09;3,13
33 Asturias;2017M08;4,9
33 Asturias;2017M07;4,01
33 Asturias;2017M06;2,64
33 Asturias;2017M05;2,2
33 Asturias;2017M04;2,8
33 Asturias;2017M03;2,21
33 Asturias;2017M02;2,05
33 Asturias;2017M01;2,39
33 Asturias;2016M12;2,73
33 Asturias;2016M11;2,5
33 Asturias;2016M10;2,76
33 Asturias;2016M09;2,97
33 Asturias;2016M08;4,79
33 Asturias;2016M07;4,04
33 Asturias;2016M06;2,66
33 Asturias;2016M05;2,39
33 Asturias;2016M04;2,02
33 Asturias;2016M03;3,05
33 Asturias;2016M02;2,08
33 Asturias;2016M01;2,39
33 Asturias;2015M12;2,62
33 Asturias;2015M11;2,13
33 Asturias;2015M10;2,45
33 Asturias;2015M09;3,01
33 Asturias;2015M08;4,54
33 Asturias;2015M07;3,9
33 Asturias;2015M06;2,69
33 Asturias;2015M05;2,18
33 Asturias;2015M04;2,63
33 Asturias;2015M03;2,14
33 Asturias;2015M02;2,09
33 Asturias;2015M01;2,27
33 Asturias;2014M12;2,54
33 Asturias;2014M11;2,29
33 Asturias;2014M10;2,18
33 Asturias;2014M09;2,92
33 Asturias;2014M08;4,2
33 Asturias;2014M07;3,81
33 Asturias;2014M06;2,68
33 Asturias;2014M05;2,35
33 Asturias;2014M04;2,73
33 Asturias;2014M03;2,16
33 Asturias;2014M02;2,02
33 Asturias;2014M01;2,37
33 Asturias;2013M12;2,44
33 Asturias;2013M11;2,2
33 Asturias;2013M10;2,2
33 Asturias;2013M09;2,85
33 Asturias;2013M08;4,68
33 Asturias;2013M07;4,26
33 Asturias;2013M06;2,39
33 Asturias;2013M05;2,45
33 Asturias;2013M04;2,18
33 Asturias;2013M03;2,68
33 Asturias;2013M02;2,13
33 Asturias;2013M01;2,35
33 Asturias;2012M12;2,29
33 Asturias;2012M11;2,48
33 Asturias;2012M10;2,33
33 Asturias;2012M09;3,08
33 Asturias;2012M08;4,83
33 Asturias;2012M07;4,07
33 Asturias;2012M06;2,49
33 Asturias;2012M05;2,07
33 Asturias;2012M04;2,7
33 Asturias;2012M03;2,03
33 Asturias;2012M02;2
33 Asturias;2012M01;2,19
33 Asturias;2011M12;2,19
33 Asturias;2011M11;2,16
33 Asturias;2011M10;2,77
33 Asturias;2011M09;3,63
33 Asturias;2011M08;6,06
33 Asturias;2011M07;4,59
33 Asturias;2011M06;2,66
33 Asturias;2011M05;2,1
33 Asturias;2011M04;2,62
33 Asturias;2011M03;2,03
33 Asturias;2011M02;2,07
33 Asturias;2011M01;2,69
33 Asturias;2010M12;3,24
33 Asturias;2010M11;2,54
33 Asturias;2010M10;2,71
33 Asturias;2010M09;3,59
33 Asturias;2010M08;5,44
33 Asturias;2010M07;4,4
33 Asturias;2010M06;2,91
33 Asturias;2010M05;2,12
33 Asturias;2010M04;3,68
33 Asturias;2010M03;2,37
33 Asturias;2010M02;2,33
33 Asturias;2010M01;2,54
33 Asturias;2009M12;2,76
33 Asturias;2009M11;2,6
33 Asturias;2009M10;2,93
33 Asturias;2009M09;3,2
33 Asturias;2009M08;5,51
33 Asturias;2009M07;4,26
33 Asturias;2009M06;2,95
33 Asturias;2009M05;2,35
33 Asturias;2009M04;2,96
33 Asturias;2009M03;2,74
33 Asturias;2009M02;2,47
33 Asturias;2009M01;2,81
33 Asturias;2008M12;2,76
33 Asturias;2008M11;2,59
33 Asturias;2008M10;2,19
33 Asturias;2008M09;3,4
33 Asturias;2008M08;5,87
33 Asturias;2008M07;4,66
33 Asturias;2008M06;2,7
33 Asturias;2008M05;2,97
33 Asturias;2008M04;2,1
33 Asturias;2008M03;3,63
33 Asturias;2008M02;2,22
33 Asturias;2008M01;2,62
33 Asturias;2007M12;2,73
33 Asturias;2007M11;2,88
33 Asturias;2007M10;2,62
33 Asturias;2007M09;3,5
33 Asturias;2007M08;6,22
33 Asturias;2007M07;5,1
33 Asturias;2007M06;2,83
33 Asturias;2007M05;2,51
33 Asturias;2007M04;3,26
33 Asturias;2007M03;2,32
33 Asturias;2007M02;2,2
33 Asturias;2007M01;2,8
33 Asturias;2006M12;2,55
33 Asturias;2006M11;2,24
33 Asturias;2006M10;2,69
33 Asturias;2006M09;4,62
33 Asturias;2006M08;6,24
33 Asturias;2006M07;4,82
33 Asturias;2006M06;2,88
33 Asturias;2006M05;2,41
33 Asturias;2006M04;2,91
33 Asturias;2006M03;2,09
33 Asturias;2006M02;2,4
33 Asturias;2006M01;2,72
33 Asturias;2005M12;2,75
33 Asturias;2005M11;1,92
33 Asturias;2005M10;2,42
33 Asturias;2005M09;3,74
33 Asturias;2005M08;5,77
33 Asturias;2005M07;5,52
33 Asturias;2005M06;2,96
33 Asturias;2005M05;2,19
33 Asturias;2005M04;1,55
33 Asturias;2005M03;3,01
33 Asturias;2005M02;2,13
33 Asturias;2005M01;2,79
05 Ávila;2026M06;1,99
05 Ávila;2026M05;2
05 Ávila;2026M04;2,17
05 Ávila;2026M03;1,98
05 Ávila;2026M02;2,18
05 Ávila;2026M01;2,21
05 Ávila;2025M12;2,38
05 Ávila;2025M11;2,03
05 Ávila;2025M10;2,2
05 Ávila;2025M09;2,14
05 Ávila;2025M08;3,59
05 Ávila;2025M07;2,7
05 Ávila;2025M06;2,11
05 Ávila;2025M05;2,15
05 Ávila;2025M04;2,77
05 Ávila;2025M03;2,16
05 Ávila;2025M02;2,16
05 Ávila;2025M01;2,23
05 Ávila;2024M12;2,6
05 Ávila;2024M11;2,26
05 Ávila;2024M10;2,28
05 Ávila;2024M09;2,26
05 Ávila;2024M08;3,42
05 Ávila;2024M07;3,07
05 Ávila;2024M06;2,04
05 Ávila;2024M05;2,02
05 Ávila;2024M04;2,09
05 Ávila;2024M03;2,7
05 Ávila;2024M02;2,45
05 Ávila;2024M01;2,27
05 Ávila;2023M12;2,6
05 Ávila;2023M11;1,97
05 Ávila;2023M10;2,18
05 Ávila;2023M09;2,24
05 Ávila;2023M08;3,68
05 Ávila;2023M07;3,05
05 Ávila;2023M06;1,91
05 Ávila;2023M05;1,98
05 Ávila;2023M04;2,41
05 Ávila;2023M03;2,16
05 Ávila;2023M02;2,49
05 Ávila;2023M01;2,28
05 Ávila;2022M12;2,63
05 Ávila;2022M11;2,28
05 Ávila;2022M10;2,53
05 Ávila;2022M09;2,35
05 Ávila;2022M08;4,17
05 Ávila;2022M07;2,82
05 Ávila;2022M06;2,13
05 Ávila;2022M05;2,02
05 Ávila;2022M04;2,61
05 Ávila;2022M03;2,17
05 Ávila;2022M02;2,3
05 Ávila;2022M01;2,39
05 Ávila;2021M12;2,69
05 Ávila;2021M11;2,06
05 Ávila;2021M10;2,43
05 Ávila;2021M09;2,75
05 Ávila;2021M08;4,57
05 Ávila;2021M07;3,22
05 Ávila;2021M06;2,26
05 Ávila;2021M05;2,22
05 Ávila;2021M04;3,93
05 Ávila;2021M03;3,78
05 Ávila;2021M02;5,16
05 Ávila;2021M01;6,14
05 Ávila;2020M12;3,18
05 Ávila;2020M11;7,57
05 Ávila;2020M10;2,98
05 Ávila;2020M09;2,75
05 Ávila;2020M08;4,72
05 Ávila;2020M07;4,02
05 Ávila;2020M06;2,89
05 Ávila;2020M05;31
05 Ávila;2020M04;.
05 Ávila;2020M03;3,07
05 Ávila;2020M02;2,14
05 Ávila;2020M01;2,35
05 Ávila;2019M12;2,74
05 Ávila;2019M11;2,12
05 Ávila;2019M10;2,07
05 Ávila;2019M09;2,39
05 Ávila;2019M08;4,01
05 Ávila;2019M07;2,83
05 Ávila;2019M06;2
05 Ávila;2019M05;2,09
05 Ávila;2019M04;2,62
05 Ávila;2019M03;1,97
05 Ávila;2019M02;1,91
05 Ávila;2019M01;2,17
05 Ávila;2018M12;2,48
05 Ávila;2018M11;1,92
05 Ávila;2018M10;2,16
05 Ávila;2018M09;2,03
05 Ávila;2018M08;3,4
05 Ávila;2018M07;2,52
05 Ávila;2018M06;2,01
05 Ávila;2018M05;2,22
05 Ávila;2018M04;2,09
05 Ávila;2018M03;2,48
05 Ávila;2018M02;1,97
05 Ávila;2018M01;2,2
05 Ávila;2017M12;2,65
05 Ávila;2017M11;2,05
05 Ávila;2017M10;2,13
05 Ávila;2017M09;2,02
05 Ávila;2017M08;4
05 Ávila;2017M07;2,72
05 Ávila;2017M06;2,04
05 Ávila;2017M05;2,09
05 Ávila;2017M04;2,58
05 Ávila;2017M03;2,14
05 Ávila;2017M02;2,1
05 Ávila;2017M01;2,23
05 Ávila;2016M12;2,66
05 Ávila;2016M11;2,13
05 Ávila;2016M10;2,16
05 Ávila;2016M09;2,34
05 Ávila;2016M08;3,83
05 Ávila;2016M07;2,78
05 Ávila;2016M06;2,15
05 Ávila;2016M05;2,11
05 Ávila;2016M04;2,17
05 Ávila;2016M03;2,68
05 Ávila;2016M02;2,21
05 Ávila;2016M01;2,51
05 Ávila;2015M12;2,32
05 Ávila;2015M11;2,13
05 Ávila;2015M10;2,29
05 Ávila;2015M09;2,43
05 Ávila;2015M08;3,52
05 Ávila;2015M07;2,88
05 Ávila;2015M06;2,22
05 Ávila;2015M05;2,14
05 Ávila;2015M04;2,62
05 Ávila;2015M03;2,31
05 Ávila;2015M02;2,08
05 Ávila;2015M01;2,51
05 Ávila;2014M12;2,41
05 Ávila;2014M11;2,07
05 Ávila;2014M10;2,1
05 Ávila;2014M09;2,31
05 Ávila;2014M08;3,95
05 Ávila;2014M07;3,47
05 Ávila;2014M06;2,21
05 Ávila;2014M05;2,46
05 Ávila;2014M04;2,87
05 Ávila;2014M03;2,05
05 Ávila;2014M02;2,01
05 Ávila;2014M01;2,22
05 Ávila;2013M12;2,5
05 Ávila;2013M11;2,17
05 Ávila;2013M10;2,1
05 Ávila;2013M09;2,3
05 Ávila;2013M08;3,89
05 Ávila;2013M07;3,1
05 Ávila;2013M06;2,1
05 Ávila;2013M05;2,09
05 Ávila;2013M04;2,21
05 Ávila;2013M03;2,54
05 Ávila;2013M02;1,9
05 Ávila;2013M01;2,28
05 Ávila;2012M12;2,32
05 Ávila;2012M11;2,21
05 Ávila;2012M10;2,18
05 Ávila;2012M09;2,11
05 Ávila;2012M08;3,92
05 Ávila;2012M07;2,92
05 Ávila;2012M06;2,01
05 Ávila;2012M05;1,9
05 Ávila;2012M04;2,62
05 Ávila;2012M03;1,85
05 Ávila;2012M02;1,99
05 Ávila;2012M01;1,95
05 Ávila;2011M12;2,05
05 Ávila;2011M11;2,11
05 Ávila;2011M10;2,33
05 Ávila;2011M09;1,98
05 Ávila;2011M08;3,82
05 Ávila;2011M07;2,75
05 Ávila;2011M06;2,17
05 Ávila;2011M05;1,9
05 Ávila;2011M04;2,29
05 Ávila;2011M03;1,98
05 Ávila;2011M02;2
05 Ávila;2011M01;2,25
05 Ávila;2010M12;2,72
05 Ávila;2010M11;2
05 Ávila;2010M10;2,33
05 Ávila;2010M09;2,02
05 Ávila;2010M08;4,75
05 Ávila;2010M07;2,67
05 Ávila;2010M06;1,9
05 Ávila;2010M05;2,08
05 Ávila;2010M04;2,98
05 Ávila;2010M03;2,13
05 Ávila;2010M02;2,01
05 Ávila;2010M01;3,57
05 Ávila;2009M12;2,88
05 Ávila;2009M11;1,95
05 Ávila;2009M10;2,16
05 Ávila;2009M09;2,24
05 Ávila;2009M08;3,96
05 Ávila;2009M07;2,82
05 Ávila;2009M06;2,01
05 Ávila;2009M05;2,11
05 Ávila;2009M04;2,6
05 Ávila;2009M03;2,02
05 Ávila;2009M02;2,1
05 Ávila;2009M01;2,28
05 Ávila;2008M12;2,66
05 Ávila;2008M11;1,87
05 Ávila;2008M10;1,91
05 Ávila;2008M09;2,41
05 Ávila;2008M08;4,04
05 Ávila;2008M07;2,72
05 Ávila;2008M06;2,01
05 Ávila;2008M05;2,67
05 Ávila;2008M04;1,97
05 Ávila;2008M03;2,82
05 Ávila;2008M02;2
05 Ávila;2008M01;2,16
05 Ávila;2007M12;2,66
05 Ávila;2007M11;2,28
05 Ávila;2007M10;2,25
05 Ávila;2007M09;2,19
05 Ávila;2007M08;3,89
05 Ávila;2007M07;2,83
05 Ávila;2007M06;1,9
05 Ávila;2007M05;2,34
05 Ávila;2007M04;2,86
05 Ávila;2007M03;1,95
05 Ávila;2007M02;2,02
05 Ávila;2007M01;2,25
05 Ávila;2006M12;2,65
05 Ávila;2006M11;2,12
05 Ávila;2006M10;2,42
05 Ávila;2006M09;2,27
05 Ávila;2006M08;4,11
05 Ávila;2006M07;2,76
05 Ávila;2006M06;1,76
05 Ávila;2006M05;2,17
05 Ávila;2006M04;2,62
05 Ávila;2006M03;1,99
05 Ávila;2006M02;2,01
05 Ávila;2006M01;2,11
05 Ávila;2005M12;2,32
05 Ávila;2005M11;1,99
05 Ávila;2005M10;2,23
05 Ávila;2005M09;2,77
05 Ávila;2005M08;5,5
05 Ávila;2005M07;3,09
05 Ávila;2005M06;2,3
05 Ávila;2005M05;2,25
05 Ávila;2005M04;1,55
05 Ávila;2005M03;2,6
05 Ávila;2005M02;1,95
05 Ávila;2005M01;2,07
06 Badajoz;2026M06;2,24
06 Badajoz;2026M05;1,98
06 Badajoz;2026M04;2,05
06 Badajoz;2026M03;1,91
06 Badajoz;2026M02;2,26
06 Badajoz;2026M01;2,19
06 Badajoz;2025M12;2,24
06 Badajoz;2025M11;1,97
06 Badajoz;2025M10;1,92
06 Badajoz;2025M09;2,1
06 Badajoz;2025M08;2,34
06 Badajoz;2025M07;2,14
06 Badajoz;2025M06;1,77
06 Badajoz;2025M05;2
06 Badajoz;2025M04;2,04
06 Badajoz;2025M03;1,7
06 Badajoz;2025M02;1,7
06 Badajoz;2025M01;1,86
06 Badajoz;2024M12;2,12
06 Badajoz;2024M11;1,93
06 Badajoz;2024M10;1,9
06 Badajoz;2024M09;1,92
06 Badajoz;2024M08;2,38
06 Badajoz;2024M07;2,16
06 Badajoz;2024M06;1,89
06 Badajoz;2024M05;2,04
06 Badajoz;2024M04;1,95
06 Badajoz;2024M03;2,22
06 Badajoz;2024M02;2,06
06 Badajoz;2024M01;2,34
06 Badajoz;2023M12;2,47
06 Badajoz;2023M11;2,27
06 Badajoz;2023M10;2,07
06 Badajoz;2023M09;2,07
06 Badajoz;2023M08;2,58
06 Badajoz;2023M07;2,14
06 Badajoz;2023M06;1,94
06 Badajoz;2023M05;1,93
06 Badajoz;2023M04;2,23
06 Badajoz;2023M03;1,92
06 Badajoz;2023M02;1,85
06 Badajoz;2023M01;2,02
06 Badajoz;2022M12;2,21
06 Badajoz;2022M11;1,9
06 Badajoz;2022M10;1,89
06 Badajoz;2022M09;1,96
06 Badajoz;2022M08;2,51
06 Badajoz;2022M07;2,28
06 Badajoz;2022M06;2,13
06 Badajoz;2022M05;2,06
06 Badajoz;2022M04;2,22
06 Badajoz;2022M03;1,89
06 Badajoz;2022M02;1,99
06 Badajoz;2022M01;2,21
06 Badajoz;2021M12;2,38
06 Badajoz;2021M11;2,18
06 Badajoz;2021M10;2,32
06 Badajoz;2021M09;2,34
06 Badajoz;2021M08;2,74
06 Badajoz;2021M07;2,54
06 Badajoz;2021M06;2,31
06 Badajoz;2021M05;2,21
06 Badajoz;2021M04;2,38
06 Badajoz;2021M03;2,4
06 Badajoz;2021M02;2,42
06 Badajoz;2021M01;2,69
06 Badajoz;2020M12;2,47
06 Badajoz;2020M11;2,24
06 Badajoz;2020M10;2,09
06 Badajoz;2020M09;2,61
06 Badajoz;2020M08;3,18
06 Badajoz;2020M07;2,72
06 Badajoz;2020M06;2,29
06 Badajoz;2020M05;3,64
06 Badajoz;2020M04;.
06 Badajoz;2020M03;2,37
06 Badajoz;2020M02;2,04
06 Badajoz;2020M01;2,03
06 Badajoz;2019M12;2,41
06 Badajoz;2019M11;2,19
06 Badajoz;2019M10;1,95
06 Badajoz;2019M09;2,01
06 Badajoz;2019M08;2,47
