Totales Territoriales;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Totales Territoriales;Comunidades y Ciudades Autónomas;Periodo;Total
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2012M01;8,05
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2011M12;8,25
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2011M11;6,57
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2011M10;5,97
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2011M09;7,09
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2011M08;8,71
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2011M07;7,32
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2011M06;4,59
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2011M05;4,26
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2011M04;4,22
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2011M03;4,12
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2011M02;10,69
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2011M01;7,17
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2010M12;7,78
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2010M11;6,41
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2010M10;6,97
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2010M09;6,2
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2010M08;8,21
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2010M07;7,28
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2010M06;5,87
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2010M05;4,07
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2010M04;4,17
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2010M03;4,76
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2010M02;9,19
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2010M01;8,23
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2009M12;9,23
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2009M11;6,32
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2009M10;7,19
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2009M09;6,97
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2009M08;7,72
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2009M07;7,52
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2009M06;6,08
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2009M05;5,14
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2009M04;6,18
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2009M03;5,8
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2009M02;7,14
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2009M01;7,39
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2008M12;8,58
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2008M11;7,63
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2008M10;7,12
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2008M09;7,05
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2008M08;8,19
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2008M07;7,86
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2008M06;4,55
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2008M05;3,89
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2008M04;4,5
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2008M03;5,39
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2008M02;8,67
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2008M01;6,35
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2007M12;8,94
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2007M11;7,28
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2007M10;6,83
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2007M09;7,6
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2007M08;8,12
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2007M07;7,69
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2007M06;5,63
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2007M05;5,32
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2007M04;4,87
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2007M03;6,39
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2007M02;6,59
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2007M01;6,52
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2006M12;9,95
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2006M11;7,95
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2006M10;6,85
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2006M09;7,01
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2006M08;8,17
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2006M07;9,21
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2006M06;5,04
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2006M05;5,25
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2006M04;5,44
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2006M03;5,82
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2006M02;8,16
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2006M01;7,35
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2005M12;8,77
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2005M11;8,29
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2005M10;6,64
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2005M09;7,02
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2005M08;7,74
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2005M07;6,87
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2005M06;5,39
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2005M05;5,15
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2005M04;4,73
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2005M03;5,63
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2005M02;11,25
Total Nacional;;Viajero;Total Nacional;01 Andalucía;2005M01;6,39
Total Nacional;;Viajero;Total Nacional;02 Aragón;2026M06;2,55
Total Nacional;;Viajero;Total Nacional;02 Aragón;2026M05;2,8
Total Nacional;;Viajero;Total Nacional;02 Aragón;2026M04;2,9
Total Nacional;;Viajero;Total Nacional;02 Aragón;2026M03;3,17
Total Nacional;;Viajero;Total Nacional;02 Aragón;2026M02;2,43
Total Nacional;;Viajero;Total Nacional;02 Aragón;2026M01;3,08
Total Nacional;;Viajero;Total Nacional;02 Aragón;2025M12;2,51
Total Nacional;;Viajero;Total Nacional;02 Aragón;2025M11;2,56
Total Nacional;;Viajero;Total Nacional;02 Aragón;2025M10;2,42
Total Nacional;;Viajero;Total Nacional;02 Aragón;2025M09;2,18
Total Nacional;;Viajero;Total Nacional;02 Aragón;2025M08;2,11
Total Nacional;;Viajero;Total Nacional;02 Aragón;2025M07;2,43
Total Nacional;;Viajero;Total Nacional;02 Aragón;2025M06;2,33
Total Nacional;;Viajero;Total Nacional;02 Aragón;2025M05;2,53
Total Nacional;;Viajero;Total Nacional;02 Aragón;2025M04;2,45
Total Nacional;;Viajero;Total Nacional;02 Aragón;2025M03;3
Total Nacional;;Viajero;Total Nacional;02 Aragón;2025M02;2,59
Total Nacional;;Viajero;Total Nacional;02 Aragón;2025M01;2,14
Total Nacional;;Viajero;Total Nacional;02 Aragón;2024M12;2,49
Total Nacional;;Viajero;Total Nacional;02 Aragón;2024M11;2,42
Total Nacional;;Viajero;Total Nacional;02 Aragón;2024M10;2,39
Total Nacional;;Viajero;Total Nacional;02 Aragón;2024M09;2,3
Total Nacional;;Viajero;Total Nacional;02 Aragón;2024M08;2,12
Total Nacional;;Viajero;Total Nacional;02 Aragón;2024M07;2,43
Total Nacional;;Viajero;Total Nacional;02 Aragón;2024M06;2,51
Total Nacional;;Viajero;Total Nacional;02 Aragón;2024M05;2,42
Total Nacional;;Viajero;Total Nacional;02 Aragón;2024M04;3,18
Total Nacional;;Viajero;Total Nacional;02 Aragón;2024M03;2,47
Total Nacional;;Viajero;Total Nacional;02 Aragón;2024M02;1,95
Total Nacional;;Viajero;Total Nacional;02 Aragón;2024M01;3,49
Total Nacional;;Viajero;Total Nacional;02 Aragón;2023M12;3,24
Total Nacional;;Viajero;Total Nacional;02 Aragón;2023M11;2,69
Total Nacional;;Viajero;Total Nacional;02 Aragón;2023M10;2,37
Total Nacional;;Viajero;Total Nacional;02 Aragón;2023M09;2,37
Total Nacional;;Viajero;Total Nacional;02 Aragón;2023M08;2,52
Total Nacional;;Viajero;Total Nacional;02 Aragón;2023M07;2,8
Total Nacional;;Viajero;Total Nacional;02 Aragón;2023M06;2,38
Total Nacional;;Viajero;Total Nacional;02 Aragón;2023M05;2,48
Total Nacional;;Viajero;Total Nacional;02 Aragón;2023M04;2,67
Total Nacional;;Viajero;Total Nacional;02 Aragón;2023M03;2,53
Total Nacional;;Viajero;Total Nacional;02 Aragón;2023M02;2,38
Total Nacional;;Viajero;Total Nacional;02 Aragón;2023M01;3,23
Total Nacional;;Viajero;Total Nacional;02 Aragón;2022M12;3,15
Total Nacional;;Viajero;Total Nacional;02 Aragón;2022M11;2,53
Total Nacional;;Viajero;Total Nacional;02 Aragón;2022M10;2,32
Total Nacional;;Viajero;Total Nacional;02 Aragón;2022M09;2,66
Total Nacional;;Viajero;Total Nacional;02 Aragón;2022M08;2,37
Total Nacional;;Viajero;Total Nacional;02 Aragón;2022M07;2,39
Total Nacional;;Viajero;Total Nacional;02 Aragón;2022M06;2,49
Total Nacional;;Viajero;Total Nacional;02 Aragón;2022M05;2,33
Total Nacional;;Viajero;Total Nacional;02 Aragón;2022M04;2,55
Total Nacional;;Viajero;Total Nacional;02 Aragón;2022M03;3,14
Total Nacional;;Viajero;Total Nacional;02 Aragón;2022M02;2,23
Total Nacional;;Viajero;Total Nacional;02 Aragón;2022M01;2,22
Total Nacional;;Viajero;Total Nacional;02 Aragón;2021M12;2,71
Total Nacional;;Viajero;Total Nacional;02 Aragón;2021M11;2,15
Total Nacional;;Viajero;Total Nacional;02 Aragón;2021M10;2,55
Total Nacional;;Viajero;Total Nacional;02 Aragón;2021M09;2,64
Total Nacional;;Viajero;Total Nacional;02 Aragón;2021M08;2,4
Total Nacional;;Viajero;Total Nacional;02 Aragón;2021M07;2,98
Total Nacional;;Viajero;Total Nacional;02 Aragón;2021M06;2,54
Total Nacional;;Viajero;Total Nacional;02 Aragón;2021M05;2,17
Total Nacional;;Viajero;Total Nacional;02 Aragón;2021M04;4,91
Total Nacional;;Viajero;Total Nacional;02 Aragón;2021M03;4,61
Total Nacional;;Viajero;Total Nacional;02 Aragón;2021M02;2,47
Total Nacional;;Viajero;Total Nacional;02 Aragón;2021M01;2,01
Total Nacional;;Viajero;Total Nacional;02 Aragón;2020M12;3,18
Total Nacional;;Viajero;Total Nacional;02 Aragón;2020M11;1,43
Total Nacional;;Viajero;Total Nacional;02 Aragón;2020M10;3,74
Total Nacional;;Viajero;Total Nacional;02 Aragón;2020M09;2,9
Total Nacional;;Viajero;Total Nacional;02 Aragón;2020M08;2,53
Total Nacional;;Viajero;Total Nacional;02 Aragón;2020M07;3,02
Total Nacional;;Viajero;Total Nacional;02 Aragón;2020M06;3,66
Total Nacional;;Viajero;Total Nacional;02 Aragón;2020M05;7,33
Total Nacional;;Viajero;Total Nacional;02 Aragón;2020M04;..
Total Nacional;;Viajero;Total Nacional;02 Aragón;2020M03;3,5
Total Nacional;;Viajero;Total Nacional;02 Aragón;2020M02;2,08
Total Nacional;;Viajero;Total Nacional;02 Aragón;2020M01;2,23
Total Nacional;;Viajero;Total Nacional;02 Aragón;2019M12;3,45
Total Nacional;;Viajero;Total Nacional;02 Aragón;2019M11;2,62
Total Nacional;;Viajero;Total Nacional;02 Aragón;2019M10;2,98
Total Nacional;;Viajero;Total Nacional;02 Aragón;2019M09;2,77
Total Nacional;;Viajero;Total Nacional;02 Aragón;2019M08;2,35
Total Nacional;;Viajero;Total Nacional;02 Aragón;2019M07;2,45
Total Nacional;;Viajero;Total Nacional;02 Aragón;2019M06;2,45
Total Nacional;;Viajero;Total Nacional;02 Aragón;2019M05;2,2
Total Nacional;;Viajero;Total Nacional;02 Aragón;2019M04;2,05
Total Nacional;;Viajero;Total Nacional;02 Aragón;2019M03;2,75
Total Nacional;;Viajero;Total Nacional;02 Aragón;2019M02;2,03
Total Nacional;;Viajero;Total Nacional;02 Aragón;2019M01;1,98
Total Nacional;;Viajero;Total Nacional;02 Aragón;2018M12;3,25
Total Nacional;;Viajero;Total Nacional;02 Aragón;2018M11;2,45
Total Nacional;;Viajero;Total Nacional;02 Aragón;2018M10;2,69
Total Nacional;;Viajero;Total Nacional;02 Aragón;2018M09;2,5
Total Nacional;;Viajero;Total Nacional;02 Aragón;2018M08;2,36
Total Nacional;;Viajero;Total Nacional;02 Aragón;2018M07;2,5
Total Nacional;;Viajero;Total Nacional;02 Aragón;2018M06;2,52
Total Nacional;;Viajero;Total Nacional;02 Aragón;2018M05;2,34
Total Nacional;;Viajero;Total Nacional;02 Aragón;2018M04;2,95
Total Nacional;;Viajero;Total Nacional;02 Aragón;2018M03;2,96
Total Nacional;;Viajero;Total Nacional;02 Aragón;2018M02;2,9
Total Nacional;;Viajero;Total Nacional;02 Aragón;2018M01;2,97
Total Nacional;;Viajero;Total Nacional;02 Aragón;2017M12;3,15
Total Nacional;;Viajero;Total Nacional;02 Aragón;2017M11;2,35
Total Nacional;;Viajero;Total Nacional;02 Aragón;2017M10;2,98
Total Nacional;;Viajero;Total Nacional;02 Aragón;2017M09;2,9
Total Nacional;;Viajero;Total Nacional;02 Aragón;2017M08;2,31
Total Nacional;;Viajero;Total Nacional;02 Aragón;2017M07;2,63
Total Nacional;;Viajero;Total Nacional;02 Aragón;2017M06;2,55
Total Nacional;;Viajero;Total Nacional;02 Aragón;2017M05;2,54
Total Nacional;;Viajero;Total Nacional;02 Aragón;2017M04;2,77
Total Nacional;;Viajero;Total Nacional;02 Aragón;2017M03;3,09
Total Nacional;;Viajero;Total Nacional;02 Aragón;2017M02;3,05
Total Nacional;;Viajero;Total Nacional;02 Aragón;2017M01;2,95
Total Nacional;;Viajero;Total Nacional;02 Aragón;2016M12;3,47
Total Nacional;;Viajero;Total Nacional;02 Aragón;2016M11;2,55
Total Nacional;;Viajero;Total Nacional;02 Aragón;2016M10;2,62
Total Nacional;;Viajero;Total Nacional;02 Aragón;2016M09;2,3
Total Nacional;;Viajero;Total Nacional;02 Aragón;2016M08;2,21
Total Nacional;;Viajero;Total Nacional;02 Aragón;2016M07;2,57
Total Nacional;;Viajero;Total Nacional;02 Aragón;2016M06;2,25
Total Nacional;;Viajero;Total Nacional;02 Aragón;2016M05;2,32
Total Nacional;;Viajero;Total Nacional;02 Aragón;2016M04;3,53
Total Nacional;;Viajero;Total Nacional;02 Aragón;2016M03;2,49
Total Nacional;;Viajero;Total Nacional;02 Aragón;2016M02;2,6
Total Nacional;;Viajero;Total Nacional;02 Aragón;2016M01;3,18
Total Nacional;;Viajero;Total Nacional;02 Aragón;2015M12;3,82
Total Nacional;;Viajero;Total Nacional;02 Aragón;2015M11;2,15
Total Nacional;;Viajero;Total Nacional;02 Aragón;2015M10;2,64
Total Nacional;;Viajero;Total Nacional;02 Aragón;2015M09;2,54
Total Nacional;;Viajero;Total Nacional;02 Aragón;2015M08;2,78
Total Nacional;;Viajero;Total Nacional;02 Aragón;2015M07;2,61
Total Nacional;;Viajero;Total Nacional;02 Aragón;2015M06;2,31
Total Nacional;;Viajero;Total Nacional;02 Aragón;2015M05;2,49
Total Nacional;;Viajero;Total Nacional;02 Aragón;2015M04;2,92
Total Nacional;;Viajero;Total Nacional;02 Aragón;2015M03;2,71
Total Nacional;;Viajero;Total Nacional;02 Aragón;2015M02;2,11
Total Nacional;;Viajero;Total Nacional;02 Aragón;2015M01;2,51
Total Nacional;;Viajero;Total Nacional;02 Aragón;2014M12;3,56
Total Nacional;;Viajero;Total Nacional;02 Aragón;2014M11;1,78
Total Nacional;;Viajero;Total Nacional;02 Aragón;2014M10;2,45
Total Nacional;;Viajero;Total Nacional;02 Aragón;2014M09;2,33
Total Nacional;;Viajero;Total Nacional;02 Aragón;2014M08;2,47
Total Nacional;;Viajero;Total Nacional;02 Aragón;2014M07;2,42
Total Nacional;;Viajero;Total Nacional;02 Aragón;2014M06;2,37
Total Nacional;;Viajero;Total Nacional;02 Aragón;2014M05;2,45
Total Nacional;;Viajero;Total Nacional;02 Aragón;2014M04;2,52
Total Nacional;;Viajero;Total Nacional;02 Aragón;2014M03;2,53
Total Nacional;;Viajero;Total Nacional;02 Aragón;2014M02;2,06
Total Nacional;;Viajero;Total Nacional;02 Aragón;2014M01;2,43
Total Nacional;;Viajero;Total Nacional;02 Aragón;2013M12;3,3
Total Nacional;;Viajero;Total Nacional;02 Aragón;2013M11;2,44
Total Nacional;;Viajero;Total Nacional;02 Aragón;2013M10;2,56
Total Nacional;;Viajero;Total Nacional;02 Aragón;2013M09;2,42
Total Nacional;;Viajero;Total Nacional;02 Aragón;2013M08;2,39
Total Nacional;;Viajero;Total Nacional;02 Aragón;2013M07;2,5
Total Nacional;;Viajero;Total Nacional;02 Aragón;2013M06;2,36
Total Nacional;;Viajero;Total Nacional;02 Aragón;2013M05;1,95
Total Nacional;;Viajero;Total Nacional;02 Aragón;2013M04;3,11
Total Nacional;;Viajero;Total Nacional;02 Aragón;2013M03;2,77
Total Nacional;;Viajero;Total Nacional;02 Aragón;2013M02;2,1
Total Nacional;;Viajero;Total Nacional;02 Aragón;2013M01;2,61
Total Nacional;;Viajero;Total Nacional;02 Aragón;2012M12;3,13
Total Nacional;;Viajero;Total Nacional;02 Aragón;2012M11;1,38
Total Nacional;;Viajero;Total Nacional;02 Aragón;2012M10;1,61
Total Nacional;;Viajero;Total Nacional;02 Aragón;2012M09;2,23
Total Nacional;;Viajero;Total Nacional;02 Aragón;2012M08;2,2
Total Nacional;;Viajero;Total Nacional;02 Aragón;2012M07;2,33
Total Nacional;;Viajero;Total Nacional;02 Aragón;2012M06;2,46
Total Nacional;;Viajero;Total Nacional;02 Aragón;2012M05;2,68
Total Nacional;;Viajero;Total Nacional;02 Aragón;2012M04;2,98
Total Nacional;;Viajero;Total Nacional;02 Aragón;2012M03;3,62
Total Nacional;;Viajero;Total Nacional;02 Aragón;2012M02;2,74
Total Nacional;;Viajero;Total Nacional;02 Aragón;2012M01;3,1
Total Nacional;;Viajero;Total Nacional;02 Aragón;2011M12;3,46
Total Nacional;;Viajero;Total Nacional;02 Aragón;2011M11;2,53
Total Nacional;;Viajero;Total Nacional;02 Aragón;2011M10;2,69
Total Nacional;;Viajero;Total Nacional;02 Aragón;2011M09;2,3
Total Nacional;;Viajero;Total Nacional;02 Aragón;2011M08;2,13
Total Nacional;;Viajero;Total Nacional;02 Aragón;2011M07;2,49
Total Nacional;;Viajero;Total Nacional;02 Aragón;2011M06;2,49
Total Nacional;;Viajero;Total Nacional;02 Aragón;2011M05;3,04
Total Nacional;;Viajero;Total Nacional;02 Aragón;2011M04;2,22
Total Nacional;;Viajero;Total Nacional;02 Aragón;2011M03;3,52
Total Nacional;;Viajero;Total Nacional;02 Aragón;2011M02;2,73
Total Nacional;;Viajero;Total Nacional;02 Aragón;2011M01;2,96
Total Nacional;;Viajero;Total Nacional;02 Aragón;2010M12;2,69
Total Nacional;;Viajero;Total Nacional;02 Aragón;2010M11;1,87
Total Nacional;;Viajero;Total Nacional;02 Aragón;2010M10;2,87
Total Nacional;;Viajero;Total Nacional;02 Aragón;2010M09;2,12
Total Nacional;;Viajero;Total Nacional;02 Aragón;2010M08;2,25
Total Nacional;;Viajero;Total Nacional;02 Aragón;2010M07;2,8
Total Nacional;;Viajero;Total Nacional;02 Aragón;2010M06;1,97
Total Nacional;;Viajero;Total Nacional;02 Aragón;2010M05;2,3
Total Nacional;;Viajero;Total Nacional;02 Aragón;2010M04;2,75
Total Nacional;;Viajero;Total Nacional;02 Aragón;2010M03;2,52
Total Nacional;;Viajero;Total Nacional;02 Aragón;2010M02;2,1
Total Nacional;;Viajero;Total Nacional;02 Aragón;2010M01;3,31
Total Nacional;;Viajero;Total Nacional;02 Aragón;2009M12;3,57
Total Nacional;;Viajero;Total Nacional;02 Aragón;2009M11;1,85
Total Nacional;;Viajero;Total Nacional;02 Aragón;2009M10;2,48
Total Nacional;;Viajero;Total Nacional;02 Aragón;2009M09;2,49
Total Nacional;;Viajero;Total Nacional;02 Aragón;2009M08;2,51
Total Nacional;;Viajero;Total Nacional;02 Aragón;2009M07;2,75
Total Nacional;;Viajero;Total Nacional;02 Aragón;2009M06;1,96
Total Nacional;;Viajero;Total Nacional;02 Aragón;2009M05;1,72
Total Nacional;;Viajero;Total Nacional;02 Aragón;2009M04;2,42
Total Nacional;;Viajero;Total Nacional;02 Aragón;2009M03;2,85
Total Nacional;;Viajero;Total Nacional;02 Aragón;2009M02;1,77
Total Nacional;;Viajero;Total Nacional;02 Aragón;2009M01;2,71
Total Nacional;;Viajero;Total Nacional;02 Aragón;2008M12;2,42
Total Nacional;;Viajero;Total Nacional;02 Aragón;2008M11;2,26
Total Nacional;;Viajero;Total Nacional;02 Aragón;2008M10;2,18
Total Nacional;;Viajero;Total Nacional;02 Aragón;2008M09;1,81
Total Nacional;;Viajero;Total Nacional;02 Aragón;2008M08;2,38
Total Nacional;;Viajero;Total Nacional;02 Aragón;2008M07;2,61
Total Nacional;;Viajero;Total Nacional;02 Aragón;2008M06;2,6
Total Nacional;;Viajero;Total Nacional;02 Aragón;2008M05;2,01
Total Nacional;;Viajero;Total Nacional;02 Aragón;2008M04;2,44
Total Nacional;;Viajero;Total Nacional;02 Aragón;2008M03;2,64
Total Nacional;;Viajero;Total Nacional;02 Aragón;2008M02;2,92
Total Nacional;;Viajero;Total Nacional;02 Aragón;2008M01;2,96
Total Nacional;;Viajero;Total Nacional;02 Aragón;2007M12;2,86
Total Nacional;;Viajero;Total Nacional;02 Aragón;2007M11;2,06
Total Nacional;;Viajero;Total Nacional;02 Aragón;2007M10;2,45
Total Nacional;;Viajero;Total Nacional;02 Aragón;2007M09;2,18
Total Nacional;;Viajero;Total Nacional;02 Aragón;2007M08;2,56
Total Nacional;;Viajero;Total Nacional;02 Aragón;2007M07;2,21
Total Nacional;;Viajero;Total Nacional;02 Aragón;2007M06;1,96
